Unnamed: 0;location_id;location_name;year_id;sex_id;sex;measure_id;measure_name;metric_id;metric_name;scenario_id;scenario_name;val;lower;upper;expectancy years;expectancy weeks
0;1;Global;2022;3;Both;26;Life expectancy;1;Number;0;Reference;73.59402883044713;72.75377476290586;74.35261838727574;73.59402883044713;3826.889499183251
1;1;Global;2022;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;73.59402871015583;72.75377400120134;74.352619459987;73.59402871015583;3826.8894929281028
2;1;Global;2022;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;73.5940287072635;72.75377404565059;74.35261944905729;73.5940287072635;3826.8894927777023
3;1;Global;2023;3;Both;26;Life expectancy;1;Number;0;Reference;74.01949045132892;73.18579718309383;74.79610163916885;74.01949045132892;3849.013503469104
4;1;Global;2023;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;74.13220636561323;73.30119787718604;74.90812700691062;74.13220636561323;3854.874731011888
5;1;Global;2023;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;74.0474470407988;73.21422521057028;74.82423572964758;74.0474470407988;3850.4672461215378
6;1;Global;2024;3;Both;26;Life expectancy;1;Number;0;Reference;74.26885246747848;73.4048833741686;75.07225835976095;74.26885246747848;3861.980328308881
7;1;Global;2024;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;74.48581468696767;73.6218216870033;75.2829686905201;74.48581468696767;3873.2623637223187
8;1;Global;2024;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;74.32354159294476;73.45943834053503;75.12645473911282;74.32354159294476;3864.824162833128
9;1;Global;2025;3;Both;26;Life expectancy;1;Number;0;Reference;74.53570197504072;73.6110503162335;75.34766241180331;74.53570197504072;3875.8565027021177
10;1;Global;2025;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;74.85054724807222;73.92731342962702;75.66225819692487;74.85054724807222;3892.228456899755
11;1;Global;2025;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;74.61637872767977;73.69103348685931;75.42879150750584;74.61637872767977;3880.0516938393484
12;1;Global;2026;3;Both;26;Life expectancy;1;Number;0;Reference;74.77496562489492;73.82125960647043;75.58340630854272;74.77496562489492;3888.2982124945356
13;1;Global;2026;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;75.18256775796148;74.23181640546007;75.98687988166233;75.18256775796148;3909.493523413997
14;1;Global;2026;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;74.88106606164364;73.92663140786418;75.68995719741285;74.88106606164364;3893.815435205469
15;1;Global;2027;3;Both;26;Life expectancy;1;Number;0;Reference;75.02640639257321;74.01096107429046;75.87987363936216;75.02640639257321;3901.3731324138066
16;1;Global;2027;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;75.52284533796153;74.51429730911924;76.3631449087629;75.52284533796153;3927.1879575739995
17;1;Global;2027;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;75.15802247583787;74.14067950241724;76.01133207183322;75.15802247583787;3908.2171687435693
18;1;Global;2028;3;Both;26;Life expectancy;1;Number;0;Reference;75.25990032638465;74.24121702789917;76.15099187420236;75.25990032638465;3913.514816972002
19;1;Global;2028;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;75.79660907455816;74.79159404280512;76.67990202799797;75.79660907455816;3941.4236718770244
20;1;Global;2028;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;75.40152121824474;74.38461105105577;76.29426256734502;75.40152121824474;3920.8791033487264
21;1;Global;2029;3;Both;26;Life expectancy;1;Number;0;Reference;75.48119006334677;74.36493604977713;76.45235483160522;75.48119006334677;3925.0218832940322
22;1;Global;2029;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;76.0584799750802;74.95504935260398;77.03369674677265;76.0584799750802;3955.0409587041704
23;1;Global;2029;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;75.63556125007109;74.51744977846623;76.6092153692667;75.63556125007109;3933.049185003697
24;1;Global;2030;3;Both;26;Life expectancy;1;Number;0;Reference;75.73176978080299;74.56978038941712;76.74688835658436;75.73176978080299;3938.0520286017554
